thermoreg_reading,enzyme_activity_index,dual_lobe_signal,stress_variability,habitat_zone,activity_score,fasting_flag,health_outcome,calibration_tag,diagnostic_noise,thermoreg_reading_fahrenheit
50.2,83.0,4.0,-6.7,c4,4.0,1,0,,0.1001068792804474,32.097218763704134
49.7,136.0,-4.800000000000001,-2.1,c4,,1,1,a,-0.1276924820805237,31.49203012801604
45.5,105.0,4.7,8.5,c3,3.0,0,0,a,0.1598260622297651,26.80971359965248
46.6,111.0,0.1,-11.7,c1,2.0,0,0,a,-0.0310374763663951,27.95464913207266
62.0,144.0,-0.9,-2.4000000000000004,c3,2.0,0,0,a,2.560550447802889,45.316313362858416
49.3,108.0,-1.6,0.2,c1,,0,1,a,0.0058035718178749,
43.900000000000006,61.0,1.6,-6.2,c1,5.0,1,0,a,0.300513016820368,
46.0,51.0,-2.4000000000000004,-5.800000000000001,c1,3.0,0,0,a,2.0270489874159887,27.353321628246423
59.0,157.0,-1.5,-0.6000000000000001,c2,1.0,0,0,a,2.59072321987922,41.90333612627501
55.6,115.0,-1.9,-5.5,c2,1.0,0,1,,-0.9180087562109812,38.080459698480304
54.6,110.0,0.4,-2.8000000000000003,c3,4.0,0,1,a,0.7757769940589015,37.04296260409031
48.1,146.0,-4.0,-4.2,c2,2.0,0,1,a,0.0793323997408919,29.68230920981188
54.7,79.0,,-8.0,c1,4.0,0,1,a,0.192291439245674,
45.0,24.0,-4.0,-9.7,c1,1.0,1,0,a,-0.1806675139303012,26.207949875444168
48.1,48.0,-1.2000000000000002,-0.7000000000000001,c2,1.0,1,0,a,-0.1527573006710811,29.663473717888028
57.900000000000006,99.0,5.300000000000001,7.0,c3,2.0,0,0,a,0.2792962266771396,40.72824038652571
57.2,115.0,6.1000000000000005,,c1,2.0,0,0,a,-0.2506951396180253,39.86849911027158
42.3,125.0,6.300000000000001,9.7,c3,5.0,1,0,,0.6541775439645859,23.16281138644277
43.3,112.0,0.5,0.6000000000000001,c4,2.0,0,0,a,1.5874487062664624,24.300261923822816
51.0,33.0,5.300000000000001,10.9,c1,4.0,0,1,a,-0.4640203128545185,32.97831937532069
64.0,199.0,4.5,2.6,c4,5.0,1,0,a,-0.6813753991983659,
,63.0,-0.9,-1.3,c5,4.0,1,1,a,-0.0895365670122265,14.759913519779053
52.400000000000006,137.0,-6.5,-5.6000000000000005,c5,5.0,0,1,a,3.097629290648881,34.504996456134535
39.1,97.0,3.3000000000000003,-1.4,c1,2.0,0,1,a,0.4485486357748018,
45.1,92.0,1.9,-3.3000000000000003,c1,4.0,0,1,a,-2.4932097639381787,26.29102105827009
47.2,89.0,4.6000000000000005,-1.4,c3,3.0,0,0,a,-0.7985098632322323,28.720144237421827
46.8,65.0,7.5,2.6,c2,5.0,0,1,a,-1.3410779471114145,28.21542490906798
45.900000000000006,58.0,4.3,11.0,c1,4.0,,1,a,0.1598181938086494,27.195836543067124
50.2,96.0,4.5,10.1,c2,4.0,0,0,a,0.2996861982910503,32.06486354338733
45.900000000000006,56.0,0.5,-2.6,c2,2.0,0,0,a,-0.3656907199524248,27.1826999003248
38.5,125.0,0.1,-3.3000000000000003,c1,4.0,1,1,a,-0.8138164736210367,18.837883536312624
56.400000000000006,114.0,4.9,-6.4,c1,5.0,1,1,a,-0.9262932770850378,39.01882651270499
56.2,167.0,1.4,-4.6000000000000005,c3,2.0,0,0,a,1.7755432803895037,38.77584950433992
,100.0,-2.6,-7.300000000000001,c2,1.0,1,1,a,-0.3602438627230239,39.58856879020402
37.8,64.0,-1.8,-5.1000000000000005,c1,2.0,0,0,a,-0.4684357180710215,18.133389533623262
52.6,,,-4.800000000000001,,5.0,1,1,a,0.1552429347329203,34.69026337325736
55.6,103.0,-0.0,-0.7000000000000001,c3,3.0,1,1,a,-0.4615193189215116,38.08380970226232
41.900000000000006,113.0,6.2,7.1000000000000005,c2,2.0,0,0,a,0.8185672473505273,
,139.0,1.9,-3.1,c1,5.0,1,1,a,-0.7386975958666772,
49.2,128.0,4.9,8.8,c3,1.0,0,0,a,-1.3097008394100802,30.953600192206707
64.9,162.0,-0.4,-0.5,c3,4.0,0,0,a,0.5021023405831886,48.57935592711438
65.60000000000001,148.0,3.6,5.300000000000001,c4,4.0,,0,a,-0.0471835524454623,49.32046433311316
36.8,63.0,3.5,-0.4,c1,3.0,0,1,a,-0.342988675447698,17.020792460028193
70.10000000000001,,4.2,4.4,c3,2.0,1,0,a,-1.2820951922054975,54.4453430515519
42.8,107.0,,-3.4000000000000004,c1,3.0,1,1,,-0.9564393224863964,
58.0,97.0,1.6,6.0,c5,2.0,0,1,,0.1824470346555726,40.82605964894683
57.900000000000006,100.0,5.9,6.300000000000001,c1,1.0,1,0,a,-0.2117309372385373,
,84.0,3.4000000000000004,5.0,c2,3.0,0,1,a,0.7771005789952702,23.03878795842374
54.1,137.0,-1.4,-5.1000000000000005,c3,2.0,,0,a,-0.6210527936092665,36.43941014455189
49.3,102.0,3.5,6.5,c3,5.0,0,0,a,-1.8892124129587835,31.032196301605424
54.6,108.0,3.0,-4.4,c3,3.0,0,0,a,0.0216535042808142,36.98897004169152
52.0,99.0,-2.5,-6.2,c2,1.0,0,1,a,0.2230594077647391,34.07605072142563
59.7,107.0,3.0,2.2,c4,3.0,0,0,a,0.3484887479113771,42.76705536833222
50.8,70.0,2.0,-4.800000000000001,c2,2.0,,0,a,0.0790626732681802,32.67859588831456
48.8,120.0,0.0,-5.5,c2,2.0,1,0,a,-1.6479690196517784,30.4891333751632
,88.0,4.800000000000001,-1.3,c4,2.0,0,1,a,0.4744344812144712,41.864578097514624
54.8,110.0,-2.2,-1.9,,2.0,0,1,a,-2.5522445181776736,37.22356368372743
,99.0,7.2,4.0,c3,3.0,1,0,a,0.9368329738891412,
,112.0,3.3000000000000003,5.4,c1,,0,0,a,0.0179759328110085,26.01871994967263
41.8,77.0,3.6,9.5,c1,1.0,1,0,a,0.8718667155168761,22.592634967413733
45.6,66.0,3.1,2.3000000000000003,c2,4.0,0,1,a,-1.6359208992245728,
45.2,119.0,3.7,-0.6000000000000001,c1,2.0,0,1,a,0.0493602454124454,26.4126075288747
56.5,245.4102408479389,0.2,0.1,c1,2.0,0,1,a,-1.7609253838077277,39.07579341787623
58.0,118.0,3.6,-2.3000000000000003,c2,3.0,0,1,a,0.9329166450239066,40.78385645264647
48.900000000000006,133.0,0.1,-1.8,c3,4.0,1,0,a,-0.0179058472961732,30.603827394208395
61.6,100.0,,13.6,c1,3.0,0,0,a,-1.3352838360193535,44.87827116941917
61.1,116.0,-1.9,-4.1000000000000005,c2,1.0,1,1,,1.84728685518038,44.316224543886165
52.1,92.0,-2.8000000000000003,-2.8000000000000003,c1,3.0,0,1,a,-0.3442557728598378,34.19059024760485
43.6,93.0,4.5,1.7000000000000002,c1,4.0,1,1,a,-1.1465867989964422,
62.8,298.71158537273726,6.7,2.5,c1,1.0,1,0,a,-1.7689673138754425,46.17838984491986
49.7,124.0,1.9,2.1,c3,1.0,0,0,a,1.5637515308447212,31.450843840744326
51.2,85.0,3.3000000000000003,,c2,4.0,1,1,b,-0.1032755989469758,33.135486767878774
47.400000000000006,130.0,-0.4,,c5,3.0,1,1,a,-0.2929039772024787,28.94355476954088
43.0,132.0,3.8,-4.0,,2.0,1,0,a,0.3147634984262398,23.991887063325223
38.400000000000006,88.0,2.0,6.6000000000000005,c5,,0,1,a,-0.2369726279658874,18.782245127162373
55.2,88.0,5.7,7.6,c1,1.0,1,1,a,0.9925542431428832,37.69581491201559
43.900000000000006,89.0,0.2,-4.7,c2,3.0,1,0,a,-1.193108198325615,24.949390514930418
74.60000000000001,138.0,-2.6,-11.8,c2,4.0,1,0,a,0.2141868299918998,59.535781060971416
41.5,134.0,4.800000000000001,4.6000000000000005,c2,2.0,1,0,a,0.800041422749618,
40.1,81.0,1.9,-0.1,c4,3.0,0,0,a,-1.2362881260140972,20.68355772516767
54.2,145.0,-4.3,4.1000000000000005,c2,2.0,1,0,,0.1616275180975147,36.59124844052097
62.400000000000006,124.0,2.9000000000000004,6.9,c1,,0,0,a,1.3056394207285091,
50.7,103.0,-2.0,-0.7000000000000001,c3,3.0,1,0,a,,32.581306912489
54.7,99.0,3.8,-0.5,c1,2.0,0,1,a,0.993286700393106,37.15018178168547
35.4,68.0,-0.4,-3.1,c1,3.0,0,1,a,0.4533632535858835,15.408073242871613
44.7,115.0,4.3,3.4000000000000004,c2,3.0,1,1,a,0.132484699719527,25.9023960887741
41.6,66.0,5.1000000000000005,4.3,c1,5.0,0,1,a,0.3603214544231131,22.337458437761896
,101.0,-2.6,-6.9,,4.0,0,0,a,0.3260909071678732,14.944587350469073
51.1,141.0,4.0,-3.9,c2,4.0,0,1,a,1.023973976533587,
32.2,54.0,-1.2000000000000002,5.5,c4,5.0,0,0,a,0.8597039571554916,11.814551405506098
39.6,115.0,-3.2,-4.3,c2,2.0,1,1,a,-1.1991100189002508,20.10023630521296
45.900000000000006,121.0,,-2.1,c2,3.0,0,1,a,-0.2758175829443297,27.16525585387924
43.5,113.0,-3.2,-8.0,c2,5.0,0,0,a,-1.5888979480488452,24.518427476440312
53.3,89.0,-1.6,2.7,c3,5.0,0,1,a,0.5339748526326341,
52.6,101.0,0.4,3.1,c1,2.0,0,1,a,0.536952562601132,34.75022172712232
57.3,109.0,2.9000000000000004,1.2000000000000002,c1,3.0,0,1,a,-0.488576191685475,40.04418871341911
56.2,167.0,4.5,3.3000000000000003,c1,2.0,0,0,a,-0.0529822881628857,38.771453594414105
59.3,116.0,4.0,3.1,c2,4.0,0,0,a,0.844682168320236,42.267315104252425
50.1,95.0,3.9,2.3000000000000003,c4,3.0,1,1,a,,31.982734399918517
52.6,,3.8,4.0,c3,3.0,1,0,a,0.2782714745791072,34.73120210735003
54.3,81.0,2.2,1.9,c2,5.0,0,1,a,1.0188015466097502,36.60362331727272
51.3,84.0,6.0,2.9000000000000004,c1,1.0,0,1,a,-1.5878139560710909,33.27491027651923
47.0,315.77071641700263,2.7,-4.2,c2,5.0,1,1,a,-0.5254619635122945,28.42525121074633
47.5,58.0,5.800000000000001,3.3000000000000003,c3,3.0,1,0,a,1.584607810775058,29.00801719094207
43.6,71.0,5.300000000000001,6.2,c2,1.0,0,0,a,-0.491717830717861,
53.5,,1.8,2.8000000000000003,c4,,0,1,a,-1.810794815699257,35.79455146918847
49.400000000000006,137.0,5.1000000000000005,8.4,c2,5.0,1,0,a,-0.1043082264422831,
,94.0,4.2,8.0,c1,5.0,0,1,a,-0.2369729185431727,26.03143624426912
44.900000000000006,100.0,2.9000000000000004,3.9,c4,4.0,0,0,a,0.3233916631404387,
40.5,55.0,1.3,0.3,c2,2.0,0,0,a,-0.9881621231775424,21.106411449954905
58.0,145.0,5.300000000000001,4.5,c2,2.0,0,0,a,0.4361258829982703,
50.8,142.0,5.2,0.5,c5,2.0,1,1,a,-0.9410020434230564,32.70755902578609
43.3,91.0,0.8,2.4000000000000004,c4,2.0,,1,a,,24.234799823840568
56.6,,3.8,7.4,c5,5.0,,1,a,0.4070245142310364,
,108.0,-2.2,0.8,c3,3.0,0,0,a,-2.113713738488877,
38.900000000000006,101.0,3.9,4.2,c2,2.0,0,1,a,-1.057757567925922,19.341494356889907
58.3,138.0,-2.6,-4.9,c2,4.0,1,1,a,0.5792335683901363,41.19100060297219
45.900000000000006,111.0,-4.9,-7.4,c2,3.0,0,1,a,,27.166127093904983
46.900000000000006,121.0,-2.1,-4.1000000000000005,c1,2.0,1,1,a,-0.3339499299349454,28.31990818812089
50.5,82.0,4.5,-0.8,c4,5.0,0,1,a,-0.5462004614177216,32.3706201831426
59.3,140.0,6.9,5.6000000000000005,c1,3.0,0,0,a,0.1160166835432882,42.28330300511104
50.3,88.0,-1.7000000000000002,-14.9,c4,,1,0,a,1.432813160601758,32.18033561779681
40.6,17.0,-0.5,-4.3,c1,1.0,0,0,a,0.7661833603288022,
54.5,95.0,4.6000000000000005,2.7,c1,3.0,1,1,a,1.000287941516766,36.89489303700962
46.3,79.0,0.6000000000000001,9.6,c1,3.0,0,0,a,,27.635092481644485
65.3,132.0,-3.8,-4.9,c2,4.0,,0,a,-0.8732321465960927,48.9913157437652
50.2,123.0,5.2,,c1,1.0,1,0,a,-1.2152062759004345,31.989922502018988
32.300000000000004,75.0,-0.3,-5.4,c1,2.0,0,0,a,-0.2673311236223363,
53.0,159.0,1.4,6.9,c3,1.0,0,0,a,0.5968907793711234,35.21628474940107
65.7,112.0,-3.3000000000000003,-8.0,,5.0,0,1,a,-1.316490101486301,
62.8,68.0,3.3000000000000003,9.9,c1,3.0,1,0,a,-0.3196030243756585,
64.8,133.0,3.8,-1.5,c1,1.0,0,0,a,-0.0757040924444961,48.47858859880908
,72.0,-0.6000000000000001,1.9,c1,4.0,1,1,a,0.579892512801891,22.82215833156683
57.5,,5.0,2.5,c4,5.0,1,1,,-1.1377178201767313,40.20937156379101
,83.0,6.800000000000001,2.0,c4,4.0,0,1,a,2.891052631688769,25.502049142369597
,82.0,4.800000000000001,6.800000000000001,c2,5.0,0,1,a,0.5721164648519353,34.01860459475232
40.0,65.0,-0.0,4.0,c1,,0,1,a,0.8590547520710121,20.54342814134241
45.0,133.0,1.9,-0.7000000000000001,c1,5.0,,1,a,-0.0814271078619669,26.199898116055557
44.7,95.0,4.1000000000000005,1.9,c3,,1,0,a,0.5189733985680315,25.913779723727465
57.400000000000006,105.0,0.6000000000000001,-2.8000000000000003,c1,2.0,1,1,a,1.9924750121978403,40.08699752128355
,154.0,-0.8,-1.4,c3,1.0,1,0,a,-0.6412796133459653,39.206472095026896
52.400000000000006,96.0,0.5,-5.9,c1,5.0,0,1,a,-0.2631518158615639,
39.3,49.0,3.5,-10.0,c3,5.0,0,0,a,-1.445312765909883,19.84620723750153
47.7,60.0,-2.1,-11.4,c2,2.0,0,0,a,-0.7497445925304004,29.19524509445252
,88.0,1.3,-1.4,c1,3.0,1,0,a,-0.735669088688157,25.284951653515463
57.1,68.0,3.5,,c1,2.0,0,1,a,0.0486749297799579,39.82708181025042
59.6,85.0,-0.3,-2.4000000000000004,c3,5.0,1,0,a,0.2359501209882273,42.60366367535466
58.6,104.0,-1.1,-4.7,c3,1.0,0,0,,-0.2058438447769695,41.50747027427795
44.1,121.0,-0.5,-5.0,,4.0,0,1,a,-0.9326117685713784,25.20302522524681
28.200000000000003,98.0,-2.6,-6.6000000000000005,c1,3.0,1,0,a,-1.0696896724536042,7.344201899394687
36.0,94.0,5.0,6.9,c3,2.0,0,1,a,-0.0187920408332834,16.09734291682951
61.5,119.0,2.6,1.6,c1,5.0,1,0,a,-0.3687561342774112,44.79464280273987
46.900000000000006,,5.5,9.9,c3,3.0,1,0,a,-1.1800289132107276,
44.2,101.0,-0.2,-1.4,c3,3.0,0,0,a,0.4576325905719982,25.243478435613987
63.3,171.0,1.1,-8.700000000000001,c1,1.0,0,0,a,0.7506218914626508,46.78394264092611
60.3,121.0,-1.2000000000000002,-7.1000000000000005,c4,3.0,0,0,a,0.1995177759884782,43.38643950939494
-28.91867350217315,88.0,3.6,2.0,c4,2.0,1,1,a,-0.3599327868973118,32.22003849727808
47.8,92.0,-1.5,-1.9,c5,3.0,1,1,a,-0.1957279031572737,29.35937218042423
49.1,91.0,-0.8,-4.800000000000001,c1,3.0,1,0,a,-0.6727033462451063,
52.0,118.0,5.9,0.2,c4,2.0,1,0,b,0.7666131436103232,34.0444651854872
63.0,101.0,-0.3,-4.5,n/a,5.0,1,1,a,-0.9716217753240156,46.40042553187647
53.5,117.0,5.1000000000000005,2.3000000000000003,c2,2.0,0,0,a,1.1993296261441624,35.80220681813504
56.0,,0.7000000000000001,-1.2000000000000002,c2,4.0,0,1,a,0.1826405619023507,38.53426129735227
138.81867350217317,125.0,-1.9,-7.9,c1,5.0,0,1,a,-2.488985720204279,42.52343098163154
40.8,55.0,2.9000000000000004,2.0,c1,4.0,0,0,a,2.1337381766921824,21.47291599078023
56.2,107.0,0.3,-0.3,c4,4.0,0,1,a,-0.7681723318704723,38.793757032266384
47.8,82.0,2.2,-0.2,c1,1.0,0,1,a,0.2939760323190539,
30.0,64.0,0.7000000000000001,-4.0,c2,3.0,1,0,a,-0.5906181816164457,9.355143238045104
33.1,239.87476301537305,3.1,3.9,c4,4.0,0,1,a,-0.9860217826688132,12.846474122127692
42.0,120.0,5.2,8.5,,4.0,0,0,a,0.8705757912339698,
54.400000000000006,113.0,0.4,-3.1,c5,3.0,0,1,a,0.5724882631589224,36.78100905733323
51.1,58.0,3.2,-1.5,c5,5.0,1,1,a,0.3645584446843306,33.024196088062666
51.6,67.0,2.4000000000000004,2.4000000000000004,c1,3.0,0,1,a,0.1297389763440602,33.65930036458098
65.8,159.0,1.9,,c2,4.0,0,0,a,-0.0196643322917472,49.55849134418023
40.0,78.0,-2.8000000000000003,-9.4,c1,5.0,1,0,a,-0.6621600566455215,20.578193466261688
49.900000000000006,90.0,6.5,1.3,c5,4.0,0,1,a,-0.6749988885736251,
52.6,135.0,4.0,3.2,c1,1.0,0,0,a,,34.73991970532434
44.3,86.0,4.0,-1.9,c2,4.0,0,0,a,0.2367172945653378,25.37354195115498
50.400000000000006,69.0,-4.1000000000000005,-5.300000000000001,c3,4.0,1,0,a,0.0125845168371449,32.25494070574647
37.4,48.0,-3.7,-13.3,c3,4.0,0,0,a,0.47176195362909,17.600455993240896
61.400000000000006,136.0,4.6000000000000005,5.0,c3,2.0,0,0,,-0.7779741716666518,44.68915595547525
44.7,146.0,-3.5,1.4,c1,2.0,1,1,a,0.8067646155844089,25.86546902722609
66.4,150.0,3.3000000000000003,-2.6,c3,4.0,1,0,a,0.3527318004628406,50.28260148300653
49.900000000000006,90.0,0.8,1.0,c3,4.0,1,0,a,-2.0797999557637863,
58.400000000000006,108.0,-1.8,-4.0,c2,5.0,0,1,a,-0.0891712119372002,
49.7,101.0,-0.4,,c3,2.0,1,0,a,2.017514211516127,31.52027417907961
49.900000000000006,46.0,-2.7,-5.0,c1,2.0,1,0,a,-0.1117566967864982,31.723305509655237
45.5,93.0,2.2,-1.0,c1,4.0,1,1,a,-0.3600290323130242,26.74373600100193
51.1,118.0,2.8000000000000003,-2.7,c1,5.0,1,1,a,-0.6343373707439994,33.0721153642965
52.7,,4.7,-2.1,c1,2.0,0,0,a,0.3066225791868541,34.86198824972643
43.900000000000006,119.0,5.1000000000000005,7.5,c1,2.0,0,0,a,0.0546409830960984,24.941673419763383
49.2,151.0,,-11.5,c1,5.0,0,1,a,0.2398561331448819,30.874600257261044
45.3,137.0,0.4,-1.3,c2,2.0,0,0,a,0.2384460364428725,26.50911020548597
68.60000000000001,169.0,-0.3,-2.1,c3,3.0,0,0,a,-1.1110019204894586,52.69697662653355
49.400000000000006,,6.300000000000001,3.7,c2,5.0,1,1,b,-0.4380663213660922,31.19242307079543
62.5,131.0,-0.9,0.5,c4,4.0,0,0,a,0.5125948714563084,45.90708936526903
48.6,53.0,3.8,0.2,c2,2.0,1,1,a,-0.9763204845782064,30.239399022730804
52.2,107.0,4.1000000000000005,4.800000000000001,c2,5.0,0,1,a,0.123328461259586,34.33358877381417
39.6,98.0,,9.6,c1,4.0,1,1,a,0.6773716655643794,20.107723355192576
46.6,87.0,,2.4000000000000004,c3,5.0,0,1,a,-0.4549252919945838,
,62.0,,-4.5,c3,3.0,0,0,a,0.605767572226944,33.89481203710322
62.900000000000006,164.0,6.1000000000000005,3.2,,4.0,0,0,a,-1.063474692990886,46.2740344786388
51.900000000000006,114.0,4.3,1.2000000000000002,c1,2.0,1,1,a,-1.1917363586349936,33.99784499908644
61.2,331.3234690156885,-1.4,,c1,3.0,0,0,a,-1.4117138303455348,44.453483250736994
,129.0,4.4,,c2,4.0,1,0,a,0.6355393105579552,37.76656199182628
,159.0,0.3,0.1,c1,,0,0,a,-0.429699725347015,
49.7,131.0,3.8,-0.0,c3,3.0,0,0,a,0.4294528341780181,31.4686200442545
69.3,,1.9,3.4000000000000004,c1,3.0,1,0,a,-1.256988249093174,53.51200439586624
46.3,80.0,2.1,-2.0,c4,1.0,0,0,a,0.722350088627163,27.63143417377289
44.0,79.0,4.0,5.6000000000000005,c1,5.0,0,1,,-0.5066116773767565,25.10184349222098
40.5,58.0,4.4,-4.2,c2,4.0,1,0,a,0.2658995021873326,21.109524352798697
68.8,179.0,4.7,2.6,,3.0,0,0,a,,52.97922204402264
56.7,113.0,5.1000000000000005,-1.3,c1,4.0,1,1,a,-0.2761825308813824,
47.5,108.0,7.0,2.4000000000000004,c4,5.0,0,1,a,-0.8240997956012492,28.992913399577223
60.2,81.0,2.5,12.1,c1,3.0,1,0,a,-0.0247137569146976,43.241204271861456
,132.0,-0.4,-6.0,c2,4.0,,1,a,-1.038756672578634,38.18922966606004
65.9,116.0,-0.7000000000000001,-3.8,c4,1.0,0,0,a,2.207063929941294,49.69514724238032
37.8,114.0,5.1000000000000005,-2.0,c1,5.0,1,1,a,1.562805032566171,18.0695045053408
48.0,78.0,-1.3,-4.0,c1,2.0,1,1,a,2.50115661288865,29.611759025171708
46.5,130.0,-1.0,-3.1,c1,4.0,1,1,a,-0.8311414757754542,
34.4,99.0,-2.5,-6.9,c1,3.0,1,0,a,-0.1373142210239512,14.236855912322586
58.6,102.0,2.8000000000000003,7.6,c2,3.0,1,0,a,-1.18243950341917,41.542944843017246
48.0,135.0,3.6,6.4,c3,3.0,0,0,a,0.4951218154025782,29.56643099776977
56.1,141.0,-0.3,-5.800000000000001,c1,3.0,0,1,a,0.4046003001298076,38.65668084487906
69.0,145.0,0.4,,c2,5.0,0,0,a,0.920439049040156,53.237947408966505
47.3,69.0,1.7000000000000002,-2.1,c3,2.0,0,0,a,0.5776617681260129,28.820806773551524
46.8,116.0,4.1000000000000005,-3.2,c4,2.0,0,0,a,-1.6930865210119692,28.209623156085605
51.1,104.0,-2.6,,c5,5.0,0,1,a,-0.1595987105831002,33.067977527515964
58.1,115.0,4.9,-2.7,c4,2.0,0,1,a,2.2961523105665083,40.885226176850686
45.6,95.0,-2.2,0.5,c1,1.0,0,0,a,-0.3124594988603298,26.899582772208653
-34.218673502173154,307.3278871747609,6.5,0.3,c1,2.0,0,1,a,0.6416977801711586,26.321345625810824
58.6,91.0,0.2,4.0,c3,2.0,0,0,a,-0.342201945043574,41.5147034321723
53.2,65.0,-2.3000000000000003,-3.1,c1,5.0,0,1,a,0.8302997234770048,35.40775391454232
33.800000000000004,26.0,0.7000000000000001,,c1,4.0,1,0,n/a,0.3220318295044341,13.597445632956614
40.400000000000006,92.0,1.6,-2.3000000000000003,c4,1.0,0,0,a,0.0856646212733899,20.97147380477803
62.2,55.0,-1.1,4.9,c2,3.0,1,1,a,0.683371646883414,
53.400000000000006,125.0,-0.5,-2.0,c2,3.0,1,1,a,-0.4321973782024919,35.61735454770931
44.1,104.0,6.1000000000000005,1.6,c2,4.0,1,1,,0.3917574910327383,
48.8,90.0,-2.2,0.0,c1,3.0,,1,a,0.0759230056643644,
50.3,128.0,5.300000000000001,5.6000000000000005,c1,2.0,0,0,a,0.593907914875878,
56.0,,-2.9000000000000004,-8.3,c5,5.0,0,1,a,-0.081486782797633,
39.3,93.0,0.8,-0.9,c1,2.0,0,1,a,-2.054172964884289,19.77562944627089
43.400000000000006,,-1.2000000000000002,-10.3,c2,5.0,0,0,a,-0.3032586339083031,24.43145775196588
,44.0,-3.5,-4.800000000000001,c1,2.0,0,0,a,-0.705999597026995,
49.400000000000006,93.0,-1.7000000000000002,-1.8,c1,3.0,0,1,a,,31.101488775540947
54.7,,3.7,3.5,c1,1.0,0,0,a,0.5767954862801572,37.14673264373039
40.3,109.0,4.7,-1.7000000000000002,c1,5.0,1,1,a,-1.9565472903592824,20.934433423763625
53.0,100.0,0.2,-4.6000000000000005,c3,3.0,0,0,a,0.0556993285187105,35.21415808644189
58.900000000000006,322.22114607261886,0.5,-0.1,c1,5.0,0,1,a,0.4038763330999103,41.82425257439725
54.1,128.0,,,c2,4.0,0,0,a,0.4879963189008724,36.38136692434355
51.3,99.0,1.7000000000000002,0.3,c3,2.0,0,0,,0.8500039556881589,33.252005657854326
49.400000000000006,,5.300000000000001,0.7000000000000001,c2,1.0,0,1,a,-0.0342116842079298,31.137047576906262
43.5,59.0,3.2,5.300000000000001,c1,,0,1,a,-0.8238388678893939,24.486339625056484
49.6,55.0,-1.1,-2.1,c1,3.0,,1,a,,31.352012668041905
60.2,103.0,4.5,3.1,c1,5.0,1,1,a,0.116383874139723,43.33735267592365
49.2,120.0,4.9,6.1000000000000005,c1,4.0,1,0,a,0.267988164558782,
43.0,69.0,1.9,-0.4,c2,4.0,1,0,a,-0.0855874453577942,23.99176409586431
46.2,111.0,1.2000000000000002,-4.5,c2,,0,0,a,0.0056281037800216,27.569776201111523
51.8,75.0,-1.8,-3.8,c1,4.0,1,1,,0.9736138237764502,33.80765267548337
47.2,80.0,6.800000000000001,9.1,c1,5.0,0,1,a,0.3064270470450887,28.63837402537238
54.0,113.0,-1.2000000000000002,,c3,4.0,1,0,a,-0.1294080442214777,36.36772954756827
54.3,89.0,-3.0,-9.4,c1,5.0,0,1,a,,
57.3,99.0,3.5,8.4,c2,2.0,1,0,a,0.6520916661664433,40.00084862364183
61.6,49.0,0.3,-2.9000000000000004,c5,4.0,1,1,a,,
58.1,136.0,4.3,2.3000000000000003,c3,3.0,,0,a,0.0432107750277916,
42.7,85.0,6.7,11.4,c1,1.0,0,0,,0.8835098999699491,23.591848422668363
42.900000000000006,63.0,5.2,1.2000000000000002,c2,3.0,1,0,a,-1.2336522905664264,23.86818998081355
49.6,149.0,4.9,1.5,c5,3.0,0,1,a,-0.6411163243706911,31.31805671186158
46.5,73.0,6.2,1.1,c3,5.0,0,1,a,1.1935957610978694,27.93942178484527
41.0,71.0,3.5,1.6,c2,3.0,0,1,a,-0.1517881812100495,21.75505945735151
46.6,69.0,5.9,4.9,c2,1.0,1,1,a,-0.2881210601147849,28.02477385244305
46.400000000000006,124.0,5.6000000000000005,0.4,c4,5.0,1,0,a,1.3779500711760364,27.72938359742865
44.8,130.0,5.6000000000000005,9.5,c1,2.0,0,0,a,1.028526786824567,
,132.0,-0.8,-5.5,c2,4.0,1,1,a,0.2392492658985565,29.15789462460495
59.6,152.0,2.1,2.4000000000000004,c2,3.0,0,0,a,0.7324329013539398,42.606057652864976
51.8,87.0,1.3,-0.4,c2,2.0,0,1,a,0.3110878115676906,33.79314237124315
,179.0,1.3,4.800000000000001,c1,3.0,0,0,a,-0.0079061125444688,54.24628168449922
51.5,97.0,-0.3,-5.2,c3,4.0,0,1,a,0.9341629094667644,33.53457367417684
47.8,55.0,4.9,5.1000000000000005,c1,5.0,0,1,a,0.9500654117058916,29.38940803456473
50.2,89.0,4.1000000000000005,12.2,c2,5.0,1,0,b,0.02564207996849,32.03719594389379
52.2,113.0,5.0,-3.3000000000000003,c5,,0,1,a,0.1516395416233229,34.30842780599186
53.6,89.0,5.1000000000000005,-1.0,c1,1.0,0,1,a,-1.255728553689854,35.91728561453957
66.8,132.0,2.9000000000000004,9.8,,2.0,1,0,a,-0.5866452312677235,50.69040193273121
43.400000000000006,103.0,2.9000000000000004,0.3,c2,2.0,0,1,a,-0.9789790175349328,24.392115815201883
57.0,123.0,4.1000000000000005,,c2,5.0,0,0,a,1.0205885436962363,39.73141452359962
51.8,121.0,0.4,-2.7,c1,1.0,0,1,a,1.200220389739526,33.86975537852712
37.6,,3.2,8.200000000000001,,4.0,1,0,a,-1.0352032402937612,17.86012031686444
56.3,288.5475395041724,2.1,-6.6000000000000005,c3,5.0,0,0,a,0.4371881058399706,38.93628903885287
60.3,78.0,-3.7,0.4,c1,3.0,0,1,a,1.275342938008045,43.408612047235145
43.3,86.0,-0.9,-8.700000000000001,c2,1.0,0,0,a,0.5635034568820485,24.285412366003133
